2024-11-06T12:12:50:519 [warning]: There is no GitLab account available with access to suggestions
2024-11-06T12:12:50:563 [info]: Extracted urls: []
2024-11-06T12:12:50:588 [info]: Found 0 projects for urls: []
2024-11-06T12:23:24:336 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:25:337 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:26:338 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:27:339 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:28:340 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:29:342 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:30:344 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:31:345 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:32:346 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:33:347 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:34:348 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:35:349 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:36:349 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:37:351 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:38:352 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:39:353 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:40:353 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:41:354 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:42:355 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:43:356 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:44:357 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:45:359 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:46:360 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:47:361 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:48:363 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:49:364 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:50:365 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:51:366 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:52:368 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:53:296 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:53:369 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:54:370 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:55:371 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:56:372 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:57:373 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:58:374 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:23:59:375 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:00:377 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:01:378 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:02:380 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:03:381 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:04:382 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:05:384 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:06:385 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:07:386 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:08:388 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:09:389 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:10:390 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:11:391 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:12:393 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:13:394 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:14:395 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:15:396 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:31:411 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:32:412 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:33:413 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:34:413 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:35:414 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:36:415 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:37:416 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:38:417 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:39:418 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:40:419 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:41:420 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:42:421 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:43:421 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:44:421 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:45:423 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:46:423 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:47:424 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:48:425 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:49:425 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:50:426 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:51:427 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:52:428 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:53:299 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:53:429 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:54:431 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:55:433 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:56:435 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:57:435 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:58:437 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:24:59:437 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:00:438 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:01:438 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:02:439 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:03:439 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:04:440 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:05:442 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:06:443 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:07:444 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:08:445 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:09:447 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:10:448 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:11:449 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:12:451 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:13:453 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:14:455 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:15:457 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:16:458 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:17:459 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:18:461 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:19:460 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:20:461 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:21:462 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:22:463 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:23:465 [warning]: GitExtensionWrapper is missing repository for file:///home/marion
2024-11-06T12:25:23:471 [info]: Extracted urls: []
2024-11-06T12:25:23:560 [info]: Found 0 projects for urls: []
